,num,"0.1,0.2","0.1,0.4","0.3,0.2","0.3,0.4","0.5,0.2","0.5,0.4"
43,44,0.3519057333469391,0.32374241948127747,0.31238436698913574,0.31541165709495544,0.34646615386009216,0.38483452796936035
44,45,0.32069656252861023,0.3422025740146637,0.3158152401447296,0.34270164370536804,0.35422244668006897,0.3300014138221741
45,46,0.29829177260398865,0.2895480692386627,0.32629698514938354,0.31960630416870117,0.38526543974876404,0.3670692443847656
46,47,0.394440233707428,0.29794466495513916,0.3948213458061218,0.35768982768058777,0.3053041100502014,0.3262322247028351
47,48,0.3347160816192627,0.3212154805660248,0.346267431974411,0.3360055387020111,0.3279571831226349,0.3589414358139038
48,49,0.2902980148792267,0.3229321539402008,0.3329356908798218,0.3553113341331482,0.3559506833553314,0.3531610071659088
49,50,0.31261518597602844,0.31561246514320374,0.34919047355651855,0.3056740462779999,0.32640862464904785,0.35263732075691223
50,51,0.3385041654109955,0.3129284679889679,0.33925288915634155,0.33456411957740784,0.3476158082485199,0.3507639765739441
51,52,0.3209976553916931,0.32530516386032104,0.2987058162689209,0.33797720074653625,0.32985684275627136,0.3164653480052948
52,53,0.3183319866657257,0.33582642674446106,0.3241771459579468,0.3655029833316803,0.3454040288925171,0.3553381860256195
53,54,0.3430909514427185,0.34453052282333374,0.35634899139404297,0.31895890831947327,0.3248118758201599,0.2919139564037323
54,55,0.3421875536441803,0.33121681213378906,0.33754080533981323,0.3437475562095642,0.36919960379600525,0.3656681776046753
55,56,0.28213822841644287,0.33357682824134827,0.29428693652153015,0.3417501151561737,0.31928810477256775,0.3430144488811493
56,57,0.30160340666770935,0.30079370737075806,0.35236191749572754,0.32411664724349976,0.31195300817489624,0.34682735800743103
57,58,0.3394060730934143,0.3109801411628723,0.32841750979423523,0.3303512632846832,0.34920424222946167,0.3626101315021515
58,59,0.34703388810157776,0.3138009309768677,0.34409064054489136,0.33711257576942444,0.3206874132156372,0.3296814262866974
59,60,0.32652339339256287,0.336036741733551,0.31259235739707947,0.3259117603302002,0.3092907965183258,0.31701409816741943
